# of Sims,Tickets lost in this million,Total tickets lost,rolling ticket loss average,Expected Value this million,rolling expected value
707000000,-1192330,-841385987,-1190079.189533239,-1.19233,-1.190079189533239
708000000,-1189358,-842575345,-1190078.170903955,-1.189358,-1.1900781709039547
709000000,-1190329,-843765674,-1190078.5246826515,-1.190329,-1.1900785246826515
710000000,-1191958,-844957632,-1190081.171830986,-1.191958,-1.1900811718309858
711000000,-1191046,-846148678,-1190082.52883263,-1.191046,-1.19008252883263
712000000,-1188116,-847336794,-1190079.7668539325,-1.188116,-1.1900797668539327
713000000,-1190076,-848526870,-1190079.7615708276,-1.190076,-1.1900797615708274
714000000,-1189464,-849716334,-1190078.8991596638,-1.189464,-1.1900788991596638
715000000,-1190061,-850906395,-1190078.8741258741,-1.190061,-1.190078874125874
716000000,-1186166,-852092561,-1190073.409217877,-1.186166,-1.190073409217877
717000000,-1188732,-853281293,-1190071.5383542539,-1.188732,-1.190071538354254
718000000,-1188782,-854470075,-1190069.742339833,-1.188782,-1.1900697423398328
719000000,-1191160,-855661235,-1190071.2586926287,-1.19116,-1.1900712586926288
720000000,-1188877,-856850112,-1190069.6,-1.188877,-1.1900696
721000000,-1189627,-858039739,-1190068.9861303745,-1.189627,-1.1900689861303744
722000000,-1190367,-859230106,-1190069.3988919668,-1.190367,-1.1900693988919668
723000000,-1190746,-860420852,-1190070.3347164593,-1.190746,-1.1900703347164592
724000000,-1191461,-861612313,-1190072.2555248619,-1.191461,-1.190072255524862
725000000,-1190515,-862802828,-1190072.8662068965,-1.190515,-1.1900728662068965
726000000,-1188694,-863991522,-1190070.9669421487,-1.188694,-1.1900709669421488
727000000,-1190480,-865182002,-1190071.52957359,-1.19048,-1.1900715295735902
728000000,-1188930,-866370932,-1190069.9615384615,-1.18893,-1.1900699615384616
729000000,-1192818,-867563750,-1190073.731138546,-1.192818,-1.1900737311385459
730000000,-1190828,-868754578,-1190074.7643835617,-1.190828,-1.1900747643835616
731000000,-1190880,-869945458,-1190075.8659370726,-1.19088,-1.1900758659370725
732000000,-1187387,-871132845,-1190072.1926229508,-1.187387,-1.1900721926229507
733000000,-1191978,-872324823,-1190074.792633015,-1.191978,-1.190074792633015
734000000,-1187816,-873512639,-1190071.7152588556,-1.187816,-1.1900717152588556
735000000,-1190473,-874703112,-1190072.26122449,-1.190473,-1.1900722612244898
736000000,-1189758,-875892870,-1190071.8342391304,-1.189758,-1.1900718342391305
737000000,-1188403,-877081273,-1190069.5698778834,-1.188403,-1.1900695698778834
738000000,-1191103,-878272376,-1190070.970189702,-1.191103,-1.1900709701897019
739000000,-1189046,-879461422,-1190069.5832205683,-1.189046,-1.1900695832205683
740000000,-1188284,-880649706,-1190067.1702702702,-1.188284,-1.1900671702702703
741000000,-1186435,-881836141,-1190062.2685560053,-1.186435,-1.1900622685560054
742000000,-1188373,-883024514,-1190059.9919137466,-1.188373,-1.1900599919137467
743000000,-1190575,-884215089,-1190060.6850605654,-1.190575,-1.1900606850605653
744000000,-1190709,-885405798,-1190061.5564516129,-1.190709,-1.1900615564516128
745000000,-1189013,-886594811,-1190060.1489932886,-1.189013,-1.1900601489932885
746000000,-1189620,-887784431,-1190059.5589812333,-1.18962,-1.1900595589812333
747000000,-1192627,-888977058,-1190062.9959839357,-1.192627,-1.1900629959839357
748000000,-1187886,-890164944,-1190060.0855614974,-1.187886,-1.1900600855614973
749000000,-1188282,-891353226,-1190057.7116154872,-1.188282,-1.1900577116154873
750000000,-1190688,-892543914,-1190058.552,-1.190688,-1.190058552
751000000,-1192285,-893736199,-1190061.5166444741,-1.192285,-1.1900615166444741
752000000,-1190579,-894926778,-1190062.204787234,-1.190579,-1.190062204787234
753000000,-1189078,-896115856,-1190060.8977423639,-1.189078,-1.190060897742364
754000000,-1191191,-897307047,-1190062.396551724,-1.191191,-1.190062396551724
755000000,-1189629,-898496676,-1190061.8225165564,-1.189629,-1.1900618225165562
756000000,-1190643,-899687319,-1190062.5912698412,-1.190643,-1.1900625912698413
757000000,-1191322,-900878641,-1190064.2549537648,-1.191322,-1.1900642549537648
758000000,-1191818,-902070459,-1190066.5686015831,-1.191818,-1.1900665686015832
759000000,-1191034,-903261493,-1190067.8432147563,-1.191034,-1.1900678432147562
760000000,-1188916,-904450409,-1190066.327631579,-1.188916,-1.190066327631579
761000000,-1187143,-905637552,-1190062.4862023653,-1.187143,-1.1900624862023652
762000000,-1189450,-906827002,-1190061.6824146982,-1.18945,-1.1900616824146981
763000000,-1190180,-908017182,-1190061.8374836172,-1.19018,-1.1900618374836174
764000000,-1189161,-909206343,-1190060.6583769633,-1.189161,-1.1900606583769633
765000000,-1189725,-910396068,-1190060.219607843,-1.189725,-1.1900602196078431
766000000,-1190746,-911586814,-1190061.1148825064,-1.190746,-1.1900611148825064
767000000,-1190997,-912777811,-1190062.3350717078,-1.190997,-1.1900623350717079
768000000,-1190409,-913968220,-1190062.7864583333,-1.190409,-1.1900627864583333
769000000,-1190229,-915158449,-1190063.0026007802,-1.190229,-1.1900630026007801
770000000,-1190129,-916348578,-1190063.0883116883,-1.190129,-1.1900630883116883
771000000,-1191807,-917540385,-1190065.3501945524,-1.191807,-1.1900653501945526
772000000,-1190183,-918730568,-1190065.5025906735,-1.190183,-1.1900655025906737
773000000,-1188752,-919919320,-1190063.8033635188,-1.188752,-1.1900638033635187
774000000,-1189159,-921108479,-1190062.634366925,-1.189159,-1.1900626343669252
775000000,-1191087,-922299566,-1190063.9561290322,-1.191087,-1.1900639561290323
776000000,-1188933,-923488499,-1190062.4987113401,-1.188933,-1.1900624987113402
777000000,-1190610,-924679109,-1190063.2033462033,-1.19061,-1.1900632033462033
778000000,-1190157,-925869266,-1190063.323907455,-1.190157,-1.190063323907455
779000000,-1187278,-927056544,-1190059.7483953787,-1.187278,-1.1900597483953788
780000000,-1190297,-928246841,-1190060.0525641025,-1.190297,-1.1900600525641025
781000000,-1190355,-929437196,-1190060.4302176696,-1.190355,-1.1900604302176696
782000000,-1191132,-930628328,-1190061.800511509,-1.191132,-1.190061800511509
783000000,-1191316,-931819644,-1190063.4022988505,-1.191316,-1.1900634022988505
784000000,-1190419,-933010063,-1190063.855867347,-1.190419,-1.1900638558673469
785000000,-1187381,-934197444,-1190060.4382165605,-1.187381,-1.1900604382165605
786000000,-1191068,-935388512,-1190061.7201017812,-1.191068,-1.1900617201017811
787000000,-1194919,-936583431,-1190067.8919949173,-1.194919,-1.1900678919949175
788000000,-1190818,-937774249,-1190068.8439086294,-1.190818,-1.1900688439086295
789000000,-1194509,-938968758,-1190074.4714828897,-1.194509,-1.1900744714828897
790000000,-1191496,-940160254,-1190076.270886076,-1.191496,-1.190076270886076
791000000,-1189414,-941349668,-1190075.4336283186,-1.189414,-1.1900754336283186
792000000,-1187929,-942537597,-1190072.7234848484,-1.187929,-1.1900727234848485
793000000,-1189313,-943726910,-1190071.765447667,-1.189313,-1.1900717654476671
794000000,-1191561,-944918471,-1190073.6410579346,-1.191561,-1.1900736410579345
795000000,-1191199,-946109670,-1190075.0566037735,-1.191199,-1.1900750566037737
796000000,-1189374,-947299044,-1190074.175879397,-1.189374,-1.190074175879397
797000000,-1191874,-948490918,-1190076.43412798,-1.191874,-1.19007643412798
798000000,-1190916,-949681834,-1190077.4862155388,-1.190916,-1.1900774862155388
799000000,-1188316,-950870150,-1190075.2816020024,-1.188316,-1.1900752816020026
800000000,-1190653,-952060803,-1190076.00375,-1.190653,-1.19007600375
801000000,-1190059,-953250862,-1190075.9825218476,-1.190059,-1.1900759825218477
802000000,-1190996,-954441858,-1190077.1296758105,-1.190996,-1.1900771296758104
803000000,-1190148,-955632006,-1190077.217932752,-1.190148,-1.1900772179327521
804000000,-1189157,-956821163,-1190076.0733830845,-1.189157,-1.1900760733830846
805000000,-1189137,-958010300,-1190074.906832298,-1.189137,-1.1900749068322982
806000000,-1190827,-959201127,-1190075.8399503722,-1.190827,-1.1900758399503721
807000000,-1189403,-960390530,-1190075.0061957869,-1.189403,-1.1900750061957868
808000000,-1188942,-961579472,-1190073.603960396,-1.188942,-1.190073603960396
809000000,-1190367,-962769839,-1190073.9666254635,-1.190367,-1.1900739666254636
810000000,-1189083,-963958922,-1190072.7432098766,-1.189083,-1.1900727432098765
811000000,-1190576,-965149498,-1190073.3637484587,-1.190576,-1.1900733637484586
812000000,-1188363,-966337861,-1190071.2573891627,-1.188363,-1.1900712573891625
813000000,-1188776,-967526637,-1190069.664206642,-1.188776,-1.1900696642066422
814000000,-1189406,-968716043,-1190068.8488943488,-1.189406,-1.190068848894349
815000000,-1190884,-969906927,-1190069.8490797547,-1.190884,-1.1900698490797545
816000000,-1190571,-971097498,-1190070.4632352942,-1.190571,-1.190070463235294
817000000,-1192056,-972289554,-1190072.8935128518,-1.192056,-1.190072893512852
818000000,-1189003,-973478557,-1190071.5855745722,-1.189003,-1.190071585574572
819000000,-1190999,-974669556,-1190072.717948718,-1.190999,-1.190072717948718
820000000,-1188924,-975858480,-1190071.3170731708,-1.188924,-1.1900713170731707
821000000,-1188599,-977047079,-1190069.5237515226,-1.188599,-1.1900695237515226
822000000,-1190822,-978237901,-1190070.4391727494,-1.190822,-1.1900704391727495
823000000,-1190422,-979428323,-1190070.8663426489,-1.190422,-1.190070866342649
824000000,-1186272,-980614595,-1190066.2560679612,-1.186272,-1.1900662560679611
825000000,-1192089,-981806684,-1190068.7078787878,-1.192089,-1.190068707878788
826000000,-1192699,-982999383,-1190071.8922518159,-1.192699,-1.190071892251816
827000000,-1189788,-984189171,-1190071.5489721887,-1.189788,-1.1900715489721887
828000000,-1194538,-985383709,-1190076.943236715,-1.194538,-1.1900769432367149
829000000,-1191859,-986575568,-1190079.0928829915,-1.191859,-1.1900790928829916
830000000,-1190181,-987765749,-1190079.2156626505,-1.190181,-1.1900792156626505
831000000,-1188772,-988954521,-1190077.642599278,-1.188772,-1.190077642599278
832000000,-1189906,-990144427,-1190077.436298077,-1.189906,-1.1900774362980768
833000000,-1190028,-991334455,-1190077.3769507804,-1.190028,-1.1900773769507804
834000000,-1190519,-992524974,-1190077.90647482,-1.190519,-1.1900779064748201
835000000,-1189094,-993714068,-1190076.7281437125,-1.189094,-1.1900767281437126
836000000,-1192499,-994906567,-1190079.625598086,-1.192499,-1.190079625598086
837000000,-1190204,-996096771,-1190079.7741935484,-1.190204,-1.1900797741935485
838000000,-1190115,-997286886,-1190079.8162291169,-1.190115,-1.1900798162291168
839000000,-1190736,-998477622,-1190080.5983313469,-1.190736,-1.190080598331347
840000000,-1189043,-999666665,-1190079.363095238,-1.189043,-1.190079363095238
841000000,-1192370,-1000859035,-1190082.086801427,-1.19237,-1.1900820868014268
842000000,-1187861,-1002046896,-1190079.4489311164,-1.187861,-1.1900794489311164
843000000,-1193069,-1003239965,-1190082.9952550416,-1.193069,-1.1900829952550416
844000000,-1189167,-1004429132,-1190081.9099526065,-1.189167,-1.1900819099526065
845000000,-1191910,-1005621042,-1190084.073372781,-1.19191,-1.190084073372781
846000000,-1191462,-1006812504,-1190085.7021276595,-1.191462,-1.1900857021276596
847000000,-1191372,-1008003876,-1190087.2207792208,-1.191372,-1.1900872207792208
848000000,-1188506,-1009192382,-1190085.3561320754,-1.188506,-1.1900853561320754
849000000,-1189786,-1010382168,-1190085.003533569,-1.189786,-1.1900850035335688
850000000,-1190403,-1011572571,-1190085.3776470588,-1.190403,-1.1900853776470588
851000000,-1190682,-1012763253,-1190086.0787309047,-1.190682,-1.1900860787309049
852000000,-1188164,-1013951417,-1190083.822769953,-1.188164,-1.190083822769953
853000000,-1189992,-1015141409,-1190083.7151230949,-1.189992,-1.190083715123095
854000000,-1188989,-1016330398,-1190082.4332552694,-1.188989,-1.1900824332552693
855000000,-1188389,-1017518787,-1190080.452631579,-1.188389,-1.190080452631579
856000000,-1189184,-1018707971,-1190079.4053738317,-1.189184,-1.1900794053738317
857000000,-1190177,-1019898148,-1190079.5192532088,-1.190177,-1.1900795192532088
858000000,-1190366,-1021088514,-1190079.8531468532,-1.190366,-1.190079853146853
859000000,-1192728,-1022281242,-1190082.9359720605,-1.192728,-1.1900829359720606
860000000,-1189564,-1023470806,-1190082.3325581395,-1.189564,-1.1900823325581396
861000000,-1189398,-1024660204,-1190081.537746806,-1.189398,-1.1900815377468061
862000000,-1190615,-1025850819,-1190082.156612529,-1.190615,-1.190082156612529
863000000,-1187297,-1027038116,-1190078.9293163384,-1.187297,-1.1900789293163383
864000000,-1187021,-1028225137,-1190075.3900462964,-1.187021,-1.1900753900462964
865000000,-1191251,-1029416388,-1190076.749132948,-1.191251,-1.190076749132948
866000000,-1189892,-1030606280,-1190076.5357967666,-1.189892,-1.1900765357967666
867000000,-1190402,-1031796682,-1190076.9111880045,-1.190402,-1.1900769111880045
868000000,-1188932,-1032985614,-1190075.5921658985,-1.188932,-1.1900755921658985
869000000,-1194413,-1034180027,-1190080.583429229,-1.194413,-1.190080583429229
870000000,-1192051,-1035372078,-1190082.8482758622,-1.192051,-1.190082848275862
871000000,-1190602,-1036562680,-1190083.444316877,-1.190602,-1.190083444316877
872000000,-1190648,-1037753328,-1190084.0917431193,-1.190648,-1.1900840917431192
873000000,-1193619,-1038946947,-1190088.1408934707,-1.193619,-1.1900881408934707
874000000,-1189613,-1040136560,-1190087.5972540046,-1.189613,-1.1900875972540046
875000000,-1188938,-1041325498,-1190086.2834285714,-1.188938,-1.1900862834285715
876000000,-1186865,-1042512363,-1190082.6061643835,-1.186865,-1.1900826061643837
877000000,-1188518,-1043700881,-1190080.8221208665,-1.188518,-1.1900808221208665
878000000,-1191353,-1044892234,-1190082.271070615,-1.191353,-1.190082271070615
879000000,-1189627,-1046081861,-1190081.7531285551,-1.189627,-1.1900817531285552
880000000,-1189592,-1047271453,-1190081.196590909,-1.189592,-1.190081196590909
881000000,-1186721,-1048458174,-1190077.3825198638,-1.186721,-1.1900773825198638
882000000,-1189990,-1049648164,-1190077.283446712,-1.18999,-1.190077283446712
883000000,-1189626,-1050837790,-1190076.772366931,-1.189626,-1.190076772366931
884000000,-1187073,-1052024863,-1190073.3744343892,-1.187073,-1.1900733744343892
885000000,-1187893,-1053212756,-1190070.9107344633,-1.187893,-1.1900709107344634
886000000,-1189274,-1054402030,-1190070.0112866818,-1.189274,-1.1900700112866818
887000000,-1191215,-1055593245,-1190071.3021420517,-1.191215,-1.190071302142052
888000000,-1192814,-1056786059,-1190074.3907657657,-1.192814,-1.1900743907657658
889000000,-1191076,-1057977135,-1190075.5174353207,-1.191076,-1.1900755174353206
890000000,-1194745,-1059171880,-1190080.7640449437,-1.194745,-1.1900807640449438
891000000,-1187316,-1060359196,-1190077.6610549944,-1.187316,-1.1900776610549944
892000000,-1191710,-1061550906,-1190079.4910313901,-1.19171,-1.19007949103139
893000000,-1191193,-1062742099,-1190080.737961926,-1.191193,-1.190080737961926
894000000,-1191560,-1063933659,-1190082.3926174496,-1.19156,-1.1900823926174497
895000000,-1189868,-1065123527,-1190082.1530726256,-1.189868,-1.1900821530726258
896000000,-1189550,-1066313077,-1190081.5591517857,-1.18955,-1.1900815591517857
897000000,-1188024,-1067501101,-1190079.265328874,-1.188024,-1.190079265328874
898000000,-1189211,-1068690312,-1190078.29844098,-1.189211,-1.19007829844098
899000000,-1191783,-1069882095,-1190080.1946607342,-1.191783,-1.1900801946607342
900000000,-1188557,-1071070652,-1190078.5022222223,-1.188557,-1.1900785022222222
901000000,-1188343,-1072258995,-1190076.576026637,-1.188343,-1.190076576026637
902000000,-1194252,-1073453247,-1190081.2050997782,-1.194252,-1.1900812050997782
903000000,-1188193,-1074641440,-1190079.1140642304,-1.188193,-1.1900791140642304
904000000,-1189583,-1075831023,-1190078.5652654867,-1.189583,-1.1900785652654868
905000000,-1190918,-1077021941,-1190079.4928176797,-1.190918,-1.1900794928176797
906000000,-1189835,-1078211776,-1190079.2229580574,-1.189835,-1.1900792229580575
907000000,-1192270,-1079404046,-1190081.638368247,-1.19227,-1.1900816383682469
908000000,-1191928,-1080595974,-1190083.6718061673,-1.191928,-1.1900836718061674
909000000,-1191015,-1081786989,-1190084.696369637,-1.191015,-1.190084696369637
910000000,-1193944,-1082980933,-1190088.9373626374,-1.193944,-1.1900889373626373
911000000,-1190239,-1084171172,-1190089.1020856202,-1.190239,-1.1900891020856201
912000000,-1188787,-1085359959,-1190087.6743421052,-1.188787,-1.1900876743421052
913000000,-1191067,-1086551026,-1190088.746987952,-1.191067,-1.1900887469879518
914000000,-1187176,-1087738202,-1190085.5601750547,-1.187176,-1.1900855601750546
915000000,-1189723,-1088927925,-1190085.1639344261,-1.189723,-1.1900851639344263
916000000,-1188860,-1090116785,-1190083.826419214,-1.18886,-1.190083826419214
917000000,-1192008,-1091308793,-1190085.9247546347,-1.192008,-1.1900859247546347
918000000,-1191829,-1092500622,-1190087.8235294118,-1.191829,-1.1900878235294117
919000000,-1189539,-1093690161,-1190087.2263329707,-1.189539,-1.1900872263329707
920000000,-1188501,-1094878662,-1190085.502173913,-1.188501,-1.190085502173913
921000000,-1191125,-1096069787,-1190086.6308360477,-1.191125,-1.1900866308360478
922000000,-1192184,-1097261971,-1190088.9056399132,-1.192184,-1.1900889056399133
923000000,-1190269,-1098452240,-1190089.1007583966,-1.190269,-1.1900891007583965
924000000,-1190892,-1099643132,-1190089.9696969697,-1.190892,-1.1900899696969698
925000000,-1190785,-1100833917,-1190090.721081081,-1.190785,-1.1900907210810812
926000000,-1188080,-1102021997,-1190088.549676026,-1.18808,-1.1900885496760258
927000000,-1189260,-1103211257,-1190087.6558791802,-1.18926,-1.1900876558791802
928000000,-1188187,-1104399444,-1190085.6077586208,-1.188187,-1.1900856077586206
929000000,-1190777,-1105590221,-1190086.3519913885,-1.190777,-1.1900863519913887
930000000,-1192318,-1106782539,-1190088.7516129033,-1.192318,-1.1900887516129033
931000000,-1191387,-1107973926,-1190090.1460794844,-1.191387,-1.1900901460794844
932000000,-1190638,-1109164564,-1190090.7339055794,-1.190638,-1.1900907339055793
933000000,-1190156,-1110354720,-1190090.803858521,-1.190156,-1.190090803858521
934000000,-1189438,-1111544158,-1190090.1049250534,-1.189438,-1.1900901049250536
935000000,-1185475,-1112729633,-1190085.1689839573,-1.185475,-1.190085168983957
936000000,-1189290,-1113918923,-1190084.3194444445,-1.18929,-1.1900843194444444
937000000,-1191479,-1115110402,-1190085.8078975454,-1.191479,-1.1900858078975454
938000000,-1190377,-1116300779,-1190086.118336887,-1.190377,-1.190086118336887
939000000,-1187808,-1117488587,-1190083.6922257722,-1.187808,-1.190083692225772
940000000,-1191570,-1118680157,-1190085.2734042553,-1.19157,-1.1900852734042553
941000000,-1187455,-1119867612,-1190082.4782146653,-1.187455,-1.1900824782146653
942000000,-1190219,-1121057831,-1190082.6231422506,-1.190219,-1.1900826231422506
943000000,-1189894,-1122247725,-1190082.4231177093,-1.189894,-1.1900824231177094
944000000,-1188003,-1123435728,-1190080.220338983,-1.188003,-1.190080220338983
945000000,-1191538,-1124627266,-1190081.762962963,-1.191538,-1.190081762962963
946000000,-1186985,-1125814251,-1190078.4894291754,-1.186985,-1.1900784894291754
947000000,-1190892,-1127005143,-1190079.348468849,-1.190892,-1.190079348468849
948000000,-1191028,-1128196171,-1190080.3491561182,-1.191028,-1.190080349156118
949000000,-1190043,-1129386214,-1190080.3097997892,-1.190043,-1.1900803097997892
950000000,-1191467,-1130577681,-1190081.7694736843,-1.191467,-1.1900817694736843
951000000,-1188738,-1131766419,-1190080.356466877,-1.188738,-1.190080356466877
952000000,-1191578,-1132957997,-1190081.9296218487,-1.191578,-1.1900819296218488
953000000,-1189675,-1134147672,-1190081.502623295,-1.189675,-1.190081502623295
954000000,-1190462,-1135338134,-1190081.9014675051,-1.190462,-1.1900819014675053
955000000,-1190929,-1136529063,-1190082.7884816753,-1.190929,-1.1900827884816754
956000000,-1188851,-1137717914,-1190081.5,-1.188851,-1.1900815
957000000,-1187847,-1138905761,-1190079.1650992685,-1.187847,-1.1900791650992686
958000000,-1188529,-1140094290,-1190077.5469728601,-1.188529,-1.1900775469728602
959000000,-1192818,-1141287108,-1190080.4045881126,-1.192818,-1.1900804045881126
960000000,-1190422,-1142477530,-1190080.7604166667,-1.190422,-1.1900807604166668
961000000,-1187515,-1143665045,-1190078.0905306973,-1.187515,-1.1900780905306971
962000000,-1189633,-1144854678,-1190077.6278586278,-1.189633,-1.1900776278586278
963000000,-1190948,-1146045626,-1190078.5316718589,-1.190948,-1.1900785316718587
964000000,-1189078,-1147234704,-1190077.4937759335,-1.189078,-1.1900774937759335
965000000,-1189435,-1148424139,-1190076.8279792746,-1.189435,-1.1900768279792746
966000000,-1189183,-1149613322,-1190075.9026915114,-1.189183,-1.1900759026915113
967000000,-1190614,-1150803936,-1190076.4591520166,-1.190614,-1.1900764591520165
968000000,-1191368,-1151995304,-1190077.7933884298,-1.191368,-1.1900777933884297
969000000,-1190482,-1153185786,-1190078.2105263157,-1.190482,-1.1900782105263157
970000000,-1192951,-1154378737,-1190081.1721649484,-1.192951,-1.1900811721649485
971000000,-1191181,-1155569918,-1190082.3048403708,-1.191181,-1.1900823048403708
972000000,-1190382,-1156760300,-1190082.6131687243,-1.190382,-1.1900826131687243
973000000,-1191944,-1157952244,-1190084.5262076054,-1.191944,-1.1900845262076054
974000000,-1187950,-1159140194,-1190082.3347022587,-1.18795,-1.1900823347022587
975000000,-1188254,-1160328448,-1190080.4594871795,-1.188254,-1.1900804594871794
976000000,-1189356,-1161517804,-1190079.7172131147,-1.189356,-1.1900797172131148
977000000,-1189590,-1162707394,-1190079.2159672466,-1.18959,-1.1900792159672466
978000000,-1189622,-1163897016,-1190078.7484662577,-1.189622,-1.1900787484662576
979000000,-1191711,-1165088727,-1190080.4157303371,-1.191711,-1.190080415730337
980000000,-1190320,-1166279047,-1190080.6602040816,-1.19032,-1.1900806602040817
981000000,-1191228,-1167470275,-1190081.8297655454,-1.191228,-1.1900818297655453
982000000,-1190854,-1168661129,-1190082.616089613,-1.190854,-1.190082616089613
983000000,-1192820,-1169853949,-1190085.4008138352,-1.19282,-1.1900854008138353
984000000,-1191108,-1171045057,-1190086.4400406503,-1.191108,-1.1900864400406503
985000000,-1188572,-1172233629,-1190084.9025380712,-1.188572,-1.190084902538071
986000000,-1189869,-1173423498,-1190084.6835699796,-1.189869,-1.1900846835699797
987000000,-1186029,-1174609527,-1190080.574468085,-1.186029,-1.1900805744680851
988000000,-1192722,-1175802249,-1190083.2479757085,-1.192722,-1.1900832479757084
989000000,-1189988,-1176992237,-1190083.1516683518,-1.189988,-1.1900831516683519
990000000,-1188858,-1178181095,-1190081.9141414142,-1.188858,-1.190081914141414
991000000,-1188553,-1179369648,-1190080.3713420788,-1.188553,-1.1900803713420787
992000000,-1188854,-1180558502,-1190079.135080645,-1.188854,-1.1900791350806452
993000000,-1190127,-1181748629,-1190079.183282981,-1.190127,-1.190079183282981
994000000,-1190179,-1182938808,-1190079.2837022133,-1.190179,-1.1900792837022134
995000000,-1192142,-1184130950,-1190081.3567839195,-1.192142,-1.1900813567839197
996000000,-1189281,-1185320231,-1190080.5532128515,-1.189281,-1.1900805532128513
997000000,-1189842,-1186510073,-1190080.3139418254,-1.189842,-1.1900803139418255
998000000,-1187400,-1187697473,-1190077.628256513,-1.1874,-1.190077628256513
999000000,-1191235,-1188888708,-1190078.7867867867,-1.191235,-1.1900787867867868
1000000000,-1189202,-1190077910,-1190077.91,-1.189202,-1.19007791
